,GSM5444463,GSM5444460,GSM5444461,GSM5444462,GSM5444464,GSM5444465,GSM5444448,GSM5444449,GSM5444450,GSM5444451,GSM5444452,GSM5444453,GSM5444454,GSM5444455,GSM5444456,GSM5444457,GSM5444458,GSM5444459
ENSG00000156860.16,2240,1762,1611,2002,2342,2653,3860,4779,3500,5087,4074,76,731,1428,1541,1739,124,43
ENSG00000252074.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000261840.3,32,51,22,16,17,22,57,112,84,105,104,0,2,54,34,24,1,4
ENSG00000080603.17,1688,1272,1484,1662,2214,2151,3750,5235,4341,5182,3999,22,467,1194,863,1072,100,24
ENSG00000222287.1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
ENSG00000282034.1,1663,1300,1547,1631,2104,2119,3728,5379,4539,5675,4213,22,501,1323,851,1285,133,27
ENSG00000206755.1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
ENSG00000281991.2,111,151,182,133,152,182,313,655,645,923,601,0,54,192,80,299,46,3
ENSG00000260899.1,51,92,73,76,84,65,165,303,265,402,259,0,30,0,70,65,13,0
ENSG00000156873.16,611,630,583,685,661,583,1611,1765,1233,2122,1512,66,346,1030,576,883,75,17
ENSG00000196118.12,47,58,43,88,81,102,266,374,212,496,220,16,57,75,72,110,18,0
ENSG00000103549.21,1738,2464,2214,2502,2959,3216,4143,4667,3856,5023,4021,28,502,957,908,1135,135,13
ENSG00000280211.1,963,1540,1155,1159,1479,1648,1984,2206,1469,2168,1804,27,276,621,287,930,75,10
ENSG00000102870.6,519,553,726,646,876,805,1776,2429,1994,2426,1970,0,147,437,214,508,58,14
ENSG00000274848.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260082.1,0,7,7,8,12,0,25,24,15,33,30,0,0,0,0,17,0,0
ENSG00000274678.1,3,4,0,0,0,3,19,28,26,26,22,0,6,0,0,1,0,0
ENSG00000099385.11,786,1290,987,1115,1267,1287,1515,1880,1392,1968,1593,62,377,1138,618,1339,169,33
ENSG00000260083.2,124,107,117,135,132,120,254,283,195,279,263,15,52,36,203,164,8,0
ENSG00000265991.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262721.1,19,5,0,1,10,3,9,0,4,6,0,0,1,0,0,3,0,0
ENSG00000211591.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000150281.6,204,165,103,136,218,230,614,715,333,522,453,0,31,0,0,16,0,0
ENSG00000230447.2,2,0,1,3,0,0,11,7,9,12,10,0,0,0,0,1,0,0
ENSG00000260852.1,238,131,165,122,135,208,472,579,546,552,454,16,51,75,0,37,5,6
ENSG00000099364.16,1154,962,1118,897,1082,1189,2751,2766,2067,2947,2413,49,294,890,641,944,54,9
ENSG00000261487.1,33,61,39,45,64,38,286,317,298,399,290,0,33,76,0,44,3,5
ENSG00000175938.7,113,144,93,124,161,134,693,785,719,972,809,0,66,591,185,256,15,0
ENSG00000275263.1,0,1,9,11,0,3,7,6,10,3,6,0,0,0,0,0,0,0
ENSG00000099381.18,964,770,858,1021,1449,1181,1543,1756,1440,1780,1637,49,195,752,321,668,59,2
ENSG00000279196.1,148,113,153,151,104,171,330,326,338,345,306,0,0,33,26,18,5,0
ENSG00000099377.14,279,337,220,231,238,254,484,620,405,508,479,1,18,108,0,164,11,0
ENSG00000099365.11,16,8,29,10,63,15,29,47,18,53,24,5,0,0,0,4,0,2
ENSG00000103496.15,835,845,970,838,977,931,1305,1607,1353,1784,1176,22,215,447,600,749,57,1
ENSG00000260911.2,31,15,13,0,10,3,14,3,5,18,1,0,0,0,0,0,0,0
ENSG00000232748.3,138,161,171,152,235,185,194,247,177,324,319,0,56,221,68,227,14,0
ENSG00000167394.13,193,243,252,245,292,268,289,380,318,494,413,0,74,221,132,249,15,0
ENSG00000261124.1,10,9,17,3,0,25,9,16,11,27,10,0,8,0,45,20,5,0
ENSG00000167395.10,454,419,425,469,585,612,1376,1550,1191,1584,1252,13,183,601,233,323,30,0
ENSG00000151006.7,113,134,200,156,159,167,310,367,184,463,229,0,30,59,0,121,9,5
ENSG00000255439.6,407,884,785,771,1007,1057,764,777,692,944,655,1,49,288,34,220,16,0
ENSG00000167397.15,1425,2886,2103,2520,3555,3304,2267,2346,1716,2321,1885,12,204,892,315,847,35,2
ENSG00000280160.1,316,712,523,572,696,857,531,483,453,721,489,0,16,200,84,147,12,0
ENSG00000103507.14,990,1374,1145,1184,1651,1737,1608,1989,1620,2072,1651,78,220,744,397,609,156,41
ENSG00000103510.20,636,714,720,686,856,803,1644,1886,1462,1994,1448,15,287,748,264,640,57,0
ENSG00000262766.1,6,0,0,10,2,8,8,18,22,13,21,0,11,0,0,0,0,0
ENSG00000278133.1,77,112,103,165,134,129,255,299,188,347,182,0,31,193,179,173,24,0
ENSG00000261385.1,68,110,87,96,79,73,228,269,221,204,184,0,26,11,286,94,8,0
ENSG00000052344.16,1336,1440,1073,1147,1076,1255,4090,4569,4038,4623,4051,84,312,859,671,1066,71,4
ENSG00000178226.11,8,13,0,15,0,11,23,20,14,28,34,0,6,0,15,37,0,3
ENSG00000263343.1,0,3,0,1,1,5,0,0,5,3,1,6,0,0,0,1,4,0
ENSG00000262366.1,8,0,9,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000089280.18,3801,4062,4733,4187,5396,5649,10450,11424,8010,10813,8759,256,1731,4580,2744,5286,442,107
ENSG00000260304.1,318,342,337,338,368,553,885,1101,904,1026,911,10,102,178,110,91,4,0
ENSG00000260060.1,5,2,0,6,17,17,9,13,7,13,10,0,0,24,0,10,1,0
ENSG00000103490.14,1053,756,812,738,740,817,2446,2402,1662,2293,2057,48,124,400,104,778,56,3
ENSG00000261359.2,134,113,112,108,67,152,323,272,284,351,258,0,10,56,0,46,11,0
ENSG00000177238.14,0,7,3,0,31,8,27,17,12,18,13,0,1,13,0,2,3,0
ENSG00000169900.7,77,14,106,0,14,9,2,2,0,7,11,0,0,0,0,0,0,0
ENSG00000169896.18,50,6,74,24,0,21,14,17,8,13,22,0,1,0,0,24,0,0
ENSG00000140678.16,3,1,0,12,0,1,7,7,7,29,32,0,10,0,0,0,0,0
ENSG00000261245.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156886.12,0,2,0,6,0,4,33,44,13,23,14,0,0,0,0,10,0,0
ENSG00000260757.1,0,0,0,4,0,0,24,39,35,37,23,0,0,0,0,0,1,0
ENSG00000156885.6,7,0,7,2,12,6,0,1,0,2,0,0,0,0,0,0,0,0
ENSG00000277543.1,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176723.10,4,3,29,0,0,2,38,20,10,31,18,0,0,0,0,13,0,0
ENSG00000261474.1,74,125,103,71,140,121,136,123,98,156,90,0,41,38,3,149,7,0
ENSG00000260267.1,139,90,134,177,140,219,152,189,229,238,197,0,22,0,0,12,3,2
ENSG00000140691.17,127,150,202,174,298,179,371,530,414,636,513,2,31,116,34,105,12,0
ENSG00000280132.1,35,35,25,39,82,57,34,84,33,57,49,14,4,0,0,4,2,0
ENSG00000140682.19,397,440,336,463,841,713,579,788,405,706,635,1,29,131,0,80,3,0
ENSG00000140675.13,724,796,618,928,1195,985,1112,1608,1149,1584,1102,20,324,1018,415,1016,48,3
ENSG00000260740.2,0,0,0,10,0,2,0,18,9,10,0,0,0,0,0,0,0,0
ENSG00000140688.17,1088,1266,1125,1401,1683,1723,1863,2713,2199,2876,1957,40,520,1316,782,1258,76,10
ENSG00000260625.3,2,8,15,5,7,6,12,4,2,7,12,0,0,0,0,7,0,0
ENSG00000169877.10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261475.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
ENSG00000261648.1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000213547.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260883.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261741.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278885.1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261614.1,143,109,96,127,135,183,20,52,34,72,74,6,12,9,26,13,180,25
ENSG00000260010.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000237185.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260631.1,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0,0,0,0
ENSG00000260472.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260568.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000131797.12,436,381,402,403,514,441,604,787,534,906,616,12,108,302,108,183,25,0
ENSG00000276867.1,7,5,0,8,0,4,9,4,3,6,3,0,0,0,0,0,0,0
ENSG00000261731.2,14,1,0,8,1,8,12,2,2,14,5,0,0,0,0,2,0,0
ENSG00000197302.10,136,182,147,183,357,173,458,503,390,472,348,22,45,193,112,236,19,1
ENSG00000259810.2,0,0,11,0,0,1,0,2,0,1,1,0,0,0,0,15,0,0
ENSG00000260722.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261457.3,3,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,5,12
ENSG00000180663.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261284.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259874.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000185947.15,168,148,176,145,208,161,177,148,121,162,93,0,21,9,0,41,2,0
ENSG00000259950.1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261289.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000197476.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260218.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260628.5,16,15,10,34,8,22,14,0,0,1,1,0,0,0,0,0,1,0
ENSG00000261727.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261704.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000223931.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260048.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270472.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000230267.7,85,85,56,103,93,94,23,28,26,29,32,0,14,46,62,30,5,0
ENSG00000260584.1,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286473.1,0,0,6,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000279997.1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
ENSG00000260847.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260649.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260540.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260344.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260575.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205456.11,19,10,0,23,60,32,6,8,6,5,5,0,0,0,0,0,0,0
ENSG00000260402.1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259822.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261127.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ENSG00000260516.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260327.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260866.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260307.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261541.1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260662.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261233.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259966.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262187.2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261111.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261569.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261263.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260311.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000183632.14,7,6,6,3,12,14,10,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260974.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261391.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260864.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260845.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261108.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000260644.6,36,71,74,88,34,87,28,46,6,28,60,0,2,1,0,0,1,0
ENSG00000278950.1,10,18,14,16,15,7,0,1,3,3,7,0,0,0,0,0,0,0
ENSG00000279780.1,0,1,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0
ENSG00000279795.1,0,5,3,0,10,0,5,0,6,3,0,0,0,0,0,0,0,0
ENSG00000260158.1,0,7,0,9,0,2,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000261719.1,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259934.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259303.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260047.2,1,8,11,3,1,3,0,1,6,5,3,0,1,0,1,0,0,0
ENSG00000214617.9,279,602,574,653,786,895,0,1,8,1,0,20,0,0,23,0,22,2
ENSG00000214614.3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261834.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270864.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277304.1,19,21,26,25,53,39,0,0,6,1,2,0,0,0,0,0,0,0
ENSG00000260610.1,2,2,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261259.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259852.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000233732.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260921.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259997.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271130.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260141.1,7,18,4,4,0,10,0,0,1,0,0,0,0,0,0,0,0,0
ENSG00000260900.1,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261599.6,30,29,19,87,52,63,22,16,20,10,42,0,7,5,0,4,6,0
ENSG00000261682.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259800.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261536.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260414.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260419.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205457.11,43,28,35,14,6,49,0,9,2,1,4,5,0,0,0,0,0,0
ENSG00000260827.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261507.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000275034.2,7,19,0,5,0,5,0,5,0,0,4,3,0,0,0,0,0,0
ENSG00000282973.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261509.6,30,42,56,14,45,26,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000261009.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283110.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278848.2,1,2,0,0,11,5,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000282927.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262090.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260626.1,0,0,8,0,0,0,6,1,0,6,3,0,0,0,0,0,2,0
ENSG00000261200.1,1,2,2,30,11,7,22,0,0,10,0,0,12,6,0,0,0,0
ENSG00000261466.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261405.2,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000259882.2,0,0,0,0,0,0,8,4,6,1,3,0,0,0,0,0,0,0
ENSG00000260518.2,2,12,24,2,2,9,15,16,2,11,5,0,0,2,1,5,0,0
ENSG00000282924.1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000261580.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260308.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270467.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261153.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271178.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259680.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270924.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000271691.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260312.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270318.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260525.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260781.1,15,18,41,36,15,27,0,1,0,0,1,0,0,0,0,0,0,0
ENSG00000271620.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261607.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259842.2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000205452.5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000270401.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000198555.7,52,101,106,76,136,140,7,0,1,4,1,12,23,0,2,2,8,7
ENSG00000261217.2,5,8,7,22,3,6,4,12,22,11,26,0,0,23,2,3,0,1
ENSG00000259990.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000283065.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261197.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262561.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261440.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260087.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259987.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260207.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000256642.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000200434.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279800.2,605,676,730,676,918,792,557,522,472,654,461,28,166,622,282,766,82,21
ENSG00000284209.2,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0
ENSG00000288300.1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000286968.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000279165.1,7,35,10,1,35,10,0,5,0,1,2,0,0,2,0,5,2,0
ENSG00000287353.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260854.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000179755.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261566.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000262885.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000216671.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278138.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261053.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260809.1,0,0,0,2,0,1,10,3,3,10,0,0,0,0,0,2,0,0
ENSG00000259979.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260724.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000261800.2,0,0,4,5,0,1,0,5,0,3,0,0,0,0,0,0,0,0
ENSG00000280180.1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
ENSG00000261461.1,442,497,374,556,590,702,387,474,309,468,348,12,95,290,49,261,64,26
ENSG00000261608.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260073.2,12,22,44,23,40,15,0,0,0,0,4,0,0,0,0,0,0,0
ENSG00000260590.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261398.1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
ENSG00000260958.3,14,23,14,14,29,25,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261274.1,0,7,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260967.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259897.2,6,10,11,26,29,5,4,0,0,0,0,0,0,0,0,1,0,0
ENSG00000261010.1,11,3,4,16,17,4,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261752.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260846.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261486.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260427.1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ENSG00000260480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259841.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260291.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261689.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260598.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260812.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260680.1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261299.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000278681.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000214581.6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
ENSG00000287163.1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0
ENSG00000261711.6,0,0,0,0,0,0,8,0,1,3,0,0,0,0,0,0,0,0
ENSG00000260153.1,0,1,0,0,10,0,1,0,0,2,0,0,0,0,0,0,0,0
ENSG00000259836.1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000261350.1,1,2,0,1,0,1,9,3,0,6,8,0,0,0,0,0,0,0
ENSG00000260341.1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0
ENSG00000261445.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000287448.1,1,0,0,0,0,0,74,53,39,64,78,0,0,0,0,0,0,0
ENSG00000260857.3,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000269622.1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000282946.1,4,0,0,0,0,0,6,0,2,4,0,0,0,0,0,0,0,0
ENSG00000259996.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261046.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260134.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260746.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000259791.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000260522.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000251915.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000222207.1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
ENSG00000251924.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252624.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000261122.6,0,0,0,0,0,0,16,0,5,0,1,0,0,0,0,0,0,0
ENSG00000252094.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000276599.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000277004.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252182.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000274228.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000253055.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000252647.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
